Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Richard Anderson,PF,28,72,1082,145,348,0.417,49,141,0.348,96,207,0.464,0.487,32,38,0.842,62,169,231,98,44,12,54,100,371,12.0,0.509,0.405,0.109,6.0,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.9,1.2,2.1,0.093,-0.2,0.2,0.1,0.6,0,0.0,OOR,1989
Ron Anderson,SF,30,82,2618,566,1152,0.491,2,11,0.182,564,1141,0.494,0.492,196,229,0.856,167,239,406,139,71,23,126,166,1330,15.3,0.531,0.01,0.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,3.5,0.9,4.4,0.081,0.6,-2.0,-1.3,0.4,0,0.0,OOR,1989
Willie Anderson,SF,22,81,2738,640,1285,0.498,4,21,0.19,636,1264,0.503,0.5,224,289,0.775,152,265,417,372,150,62,261,295,1508,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,2.1,2.8,4.9,0.085,0.8,0.4,1.3,2.3,0,0.0,OOR,1989
John Bagley,PG,28,68,1642,200,481,0.416,11,54,0.204,189,427,0.443,0.427,89,123,0.724,36,108,144,391,72,5,159,117,500,11.3,0.467,0.112,0.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,-0.6,1.0,0.4,0.013,-1.6,-1.1,-2.7,-0.3,0,0.0,OOR,1989
Thurl Bailey,SF,27,82,2777,615,1272,0.483,2,5,0.4,613,1267,0.484,0.484,363,440,0.825,115,332,447,138,48,91,208,185,1595,15.6,0.544,0.004,0.346,5.0,12.3,8.9,8.5,0.8,2.0,12.4,25.5,2.4,4.1,6.5,0.113,0.1,-0.4,-0.3,1.2,0,0.0,OOR,1989
Greg Ballard,SF,34,2,15,1,8,0.125,0,1,0.0,1,7,0.143,0.125,4,4,1.0,2,5,7,0,0,0,0,3,6,7.1,0.307,0.125,0.5,14.5,38.5,26.1,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.021,-6.6,-4.2,-10.8,0.0,0,0.0,OOR,1989
Ken Bannister,PF,28,9,130,22,36,0.611,0,1,0.0,22,35,0.629,0.611,30,53,0.566,6,27,33,3,7,2,8,17,74,17.9,0.624,0.028,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,0.3,0.2,0.4,0.15,0.0,0.2,0.2,0.1,0,0.0,OOR,1989
Charles Barkley,PF,25,79,3088,700,1208,0.579,35,162,0.216,665,1046,0.636,0.594,602,799,0.753,403,583,986,325,126,67,254,262,2037,27.0,0.653,0.134,0.661,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,13.2,2.9,16.1,0.25,7.3,0.2,7.5,7.4,0,0.111,Candidate,1989
John Battle,SG,26,82,1672,287,628,0.457,11,34,0.324,276,594,0.465,0.466,194,238,0.815,30,110,140,197,42,9,104,125,779,13.5,0.532,0.054,0.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,2.2,1.0,3.2,0.092,-0.3,-0.9,-1.1,0.4,0,0.0,OOR,1989
Benoit Benjamin,C,24,79,2585,491,907,0.541,0,2,0.0,491,905,0.543,0.541,317,426,0.744,164,532,696,157,57,221,237,221,1299,17.4,0.593,0.002,0.47,6.8,21.9,14.4,8.7,1.0,4.7,17.8,20.3,2.3,2.9,5.1,0.095,-0.4,0.8,0.3,1.5,0,0.0,OOR,1989
Ricky Berry,SG,24,64,1406,255,567,0.45,65,160,0.406,190,407,0.467,0.507,131,166,0.789,57,140,197,80,37,22,82,197,706,13.1,0.552,0.282,0.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,1.6,0.8,2.4,0.083,-0.7,-1.0,-1.7,0.1,0,0.0,OOR,1989
Walter Berry,PF,24,69,1355,254,501,0.507,1,2,0.5,253,499,0.507,0.508,100,143,0.699,86,181,267,77,29,48,89,183,609,13.2,0.54,0.004,0.285,6.9,14.8,10.8,8.5,1.0,2.1,13.6,19.5,1.0,1.4,2.4,0.085,-1.5,0.3,-1.2,0.3,0,0.0,OOR,1989
Larry Bird,SF,32,6,189,49,104,0.471,0,0,0.0,49,104,0.471,0.471,18,19,0.947,1,36,37,29,6,5,11,18,116,19.8,0.516,0.0,0.183,0.6,21.6,11.2,24.3,1.6,1.6,8.9,27.1,0.3,0.2,0.5,0.129,2.1,1.6,3.7,0.3,0,0.0,OOR,1989
Otis Birdsong,SG,33,13,108,18,36,0.5,1,3,0.333,17,33,0.515,0.514,0,2,0.0,4,9,13,9,3,1,12,10,37,7.0,0.502,0.083,0.056,4.3,9.4,6.9,11.5,1.4,0.5,24.5,18.8,-0.2,0.1,-0.1,-0.051,-3.6,-1.7,-5.3,-0.1,0,0.0,OOR,1989
Uwe Blab,C,26,37,208,24,52,0.462,0,0,0.0,24,52,0.462,0.462,20,25,0.8,11,33,44,12,3,13,14,36,68,10.8,0.54,0.0,0.481,5.9,17.3,11.7,8.2,0.7,3.6,18.2,16.0,0.1,0.2,0.3,0.069,-4.4,1.0,-3.4,-0.1,0,0.0,OOR,1989
Rolando Blackman,SG,29,78,2946,594,1249,0.476,30,85,0.353,564,1164,0.485,0.488,316,370,0.854,70,203,273,288,65,20,165,137,1534,15.9,0.543,0.068,0.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,4.2,1.4,5.7,0.092,0.9,-1.4,-0.5,1.1,0,0.0,OOR,1989
Muggsy Bogues,PG,24,79,1755,178,418,0.426,1,13,0.077,177,405,0.437,0.427,66,88,0.75,53,112,165,620,111,7,124,141,423,15.3,0.463,0.031,0.211,3.2,7.4,5.2,46.2,3.0,0.2,21.4,13.6,1.6,1.0,2.6,0.07,0.8,0.3,1.1,1.4,0,0.0,OOR,1989
Manute Bol,C,26,80,1769,127,344,0.369,20,91,0.22,107,253,0.423,0.398,40,66,0.606,116,346,462,27,11,345,79,226,314,9.8,0.421,0.265,0.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,-1.2,2.8,1.7,0.046,-4.2,3.2,-0.9,0.5,0,0.0,OOR,1989
Anthony Bowie,SG,25,18,438,72,144,0.5,1,5,0.2,71,139,0.511,0.503,10,15,0.667,25,31,56,29,18,4,22,43,155,10.6,0.515,0.035,0.104,6.0,8.1,7.0,9.3,1.9,0.5,12.7,15.3,0.2,0.3,0.5,0.054,-2.3,-1.1,-3.3,-0.2,0,0.0,OOR,1989
Sam Bowie,C,27,20,412,69,153,0.451,5,7,0.714,64,146,0.438,0.467,28,49,0.571,36,70,106,36,7,33,33,43,171,13.7,0.49,0.046,0.32,9.2,19.1,14.0,11.4,0.8,4.7,15.9,19.4,0.0,0.5,0.5,0.063,-0.8,1.0,0.2,0.2,0,0.0,OOR,1989
Dudley Bradley,SG,31,38,267,28,86,0.326,8,31,0.258,20,55,0.364,0.372,8,16,0.5,7,25,32,24,16,2,14,41,72,6.1,0.387,0.36,0.186,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,-0.3,0.3,0.0,0.004,-5.4,0.8,-4.6,-0.2,0,0.0,OOR,1989
Adrian Branch,SF,25,67,811,202,436,0.463,7,31,0.226,195,405,0.481,0.471,87,120,0.725,63,69,132,60,45,3,64,99,498,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,0.7,0.8,1.5,0.087,-0.4,-1.0,-1.4,0.1,0,0.0,OOR,1989
Randy Breuer,C,28,48,513,86,179,0.48,0,0,0.0,86,179,0.48,0.48,28,51,0.549,51,84,135,22,9,37,29,59,200,13.8,0.496,0.0,0.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,0.2,0.7,0.9,0.083,-1.4,0.3,-1.1,0.1,0,0.0,OOR,1989
Frank Brickowski,C,29,64,1822,337,654,0.515,0,2,0.0,337,652,0.517,0.515,201,281,0.715,148,258,406,131,102,35,165,252,875,15.0,0.563,0.003,0.43,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,1.4,2.2,3.6,0.094,-0.9,0.4,-0.5,0.7,0,0.0,OOR,1989
Scott Brooks,PG,23,82,1372,156,371,0.42,55,153,0.359,101,218,0.463,0.495,61,69,0.884,19,75,94,306,69,3,65,116,428,14.0,0.533,0.412,0.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,2.3,0.6,2.9,0.103,1.2,0.0,1.2,1.1,0,0.0,OOR,1989
Mike Brown,C,25,66,1051,104,248,0.419,0,0,0.0,104,248,0.419,0.419,92,130,0.708,92,166,258,41,25,17,77,133,300,8.4,0.491,0.0,0.524,10.5,16.3,13.6,5.5,1.2,1.0,20.1,15.4,-0.4,1.8,1.4,0.064,-4.0,-0.2,-4.2,-0.6,0,0.0,OOR,1989
Tony Brown,SF-SG,28,43,365,50,118,0.424,4,16,0.25,46,102,0.451,0.441,24,31,0.774,22,22,44,26,15,4,17,42,128,10.3,0.486,0.136,0.263,6.8,6.9,6.8,9.8,2.0,0.7,11.4,16.7,0.2,0.4,0.5,0.071,-2.1,-0.3,-2.3,0.0,0,0.0,OOR,1989
Mark Bryant,PF,23,56,803,120,247,0.486,0,0,0.0,120,247,0.486,0.486,40,69,0.58,65,114,179,33,20,7,41,144,280,9.1,0.505,0.0,0.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,0.063,-3.5,-0.7,-4.2,-0.5,0,0.0,OOR,1989
Greg Butler,C,22,33,140,20,48,0.417,0,3,0.0,20,45,0.444,0.417,16,20,0.8,9,19,28,2,1,2,17,28,56,4.7,0.493,0.063,0.417,7.0,15.5,11.1,1.8,0.3,0.8,23.0,20.4,-0.2,0.1,-0.1,-0.034,-7.6,-2.5,-10.1,-0.3,0,0.0,OOR,1989
Michael Cage,PF,27,80,2536,314,630,0.498,0,4,0.0,314,626,0.502,0.498,197,265,0.743,276,489,765,126,92,52,124,184,825,14.7,0.553,0.006,0.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,3.7,2.9,6.7,0.126,0.6,-0.1,0.5,1.6,0,0.0,OOR,1989
Tony Campbell,SF,26,63,787,158,345,0.458,2,21,0.095,156,324,0.481,0.461,70,83,0.843,53,77,130,47,37,6,62,108,388,12.5,0.508,0.061,0.241,8.0,10.2,9.2,8.5,2.3,0.4,14.0,23.3,0.2,0.9,1.1,0.065,-2.7,-0.9,-3.6,-0.3,0,0.0,OOR,1989
Antoine Carr,PF,27,78,1488,226,471,0.48,0,1,0.0,226,470,0.481,0.48,130,152,0.855,106,168,274,91,31,62,82,221,582,12.7,0.541,0.002,0.323,7.6,12.5,10.0,8.6,1.0,2.5,13.2,17.0,1.9,1.4,3.3,0.106,-1.2,0.4,-0.8,0.4,0,0.0,OOR,1989
Joe Barry Carroll,C,30,64,1996,363,810,0.448,0,0,0.0,363,810,0.448,0.448,176,220,0.8,118,355,473,105,71,81,143,193,902,14.2,0.497,0.0,0.272,6.4,20.4,13.2,8.0,1.7,2.4,13.6,21.5,0.1,2.2,2.3,0.056,-1.5,0.5,-1.0,0.5,0,0.0,OOR,1989
Bill Cartwright,C,31,78,2333,365,768,0.475,0,0,0.0,365,768,0.475,0.475,236,308,0.766,152,369,521,90,21,41,190,234,966,11.0,0.535,0.0,0.401,7.8,17.7,12.9,5.4,0.4,1.1,17.4,20.1,0.1,2.0,2.1,0.042,-3.1,-1.9,-5.0,-1.7,0,0.0,OOR,1989
Terry Catledge,PF,25,79,2077,334,681,0.49,1,5,0.2,333,676,0.493,0.491,153,254,0.602,230,342,572,75,46,25,120,250,822,12.6,0.518,0.007,0.373,11.6,18.8,15.0,5.0,1.1,0.7,13.1,17.6,1.4,1.9,3.3,0.077,-1.6,-1.4,-3.0,-0.5,0,0.0,OOR,1989
Ron Cavenall,C,29,5,16,2,3,0.667,0,0,0.0,2,3,0.667,0.667,2,5,0.4,0,2,2,0,0,2,2,2,6,7.4,0.577,0.0,1.667,0.0,14.4,6.9,0.0,0.0,7.4,27.8,18.4,0.0,0.0,0.0,-0.055,-8.7,0.3,-8.4,0.0,0,0.0,OOR,1989
Tom Chambers,PF,29,81,3002,774,1643,0.471,28,86,0.326,746,1557,0.479,0.48,509,598,0.851,143,541,684,231,87,55,231,271,2085,19.3,0.547,0.052,0.364,5.3,18.4,12.1,11.1,1.3,1.0,10.8,28.2,5.1,4.1,9.2,0.146,1.6,-0.2,1.4,2.6,0,0.024,Candidate,1989
Mike Champion,SF,24,2,4,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-43.7,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.8,-0.1,0.0,-0.1,-0.952,-49.1,-18.5,-67.6,-0.1,0,0.0,OOR,1989
Rex Chapman,SG,21,75,2219,526,1271,0.414,60,191,0.314,466,1080,0.431,0.437,155,195,0.795,74,113,187,176,70,25,113,167,1267,12.6,0.467,0.15,0.153,3.5,5.9,4.7,12.6,1.5,0.7,7.7,27.1,-0.7,0.4,-0.2,-0.005,-1.0,-2.2,-3.2,-0.7,0,0.0,OOR,1989
Maurice Cheeks,PG,32,71,2298,336,696,0.483,1,13,0.077,335,683,0.49,0.483,151,195,0.774,39,144,183,554,105,17,116,114,824,16.5,0.527,0.019,0.28,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,4.3,1.0,5.3,0.11,2.1,-0.3,1.8,2.2,0,0.0,OOR,1989
Derrick Chievous,SF,21,81,1539,277,634,0.437,5,24,0.208,272,610,0.446,0.441,191,244,0.783,114,142,256,77,48,11,136,161,750,11.6,0.506,0.038,0.385,8.1,9.9,9.0,7.4,1.5,0.4,15.5,22.9,0.0,1.6,1.6,0.05,-2.1,-1.1,-3.3,-0.5,0,0.0,OOR,1989
Ben Coleman,PF,27,58,703,117,241,0.485,0,0,0.0,117,241,0.485,0.485,61,77,0.792,49,128,177,17,10,18,48,120,295,11.2,0.537,0.0,0.32,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,0.3,0.5,0.8,0.051,-3.4,-1.6,-4.9,-0.5,0,0.0,OOR,1989
Steve Colter,PG,26,80,1425,203,457,0.444,3,25,0.12,200,432,0.463,0.447,125,167,0.749,62,120,182,225,69,14,64,158,534,14.1,0.503,0.055,0.365,4.6,9.6,7.0,21.2,2.3,0.6,10.8,16.7,1.8,1.3,3.1,0.105,-0.6,1.0,0.5,0.9,0,0.0,OOR,1989
Dallas Comegys,PF,24,67,1119,166,341,0.487,0,2,0.0,166,339,0.49,0.487,106,161,0.658,112,122,234,30,42,63,85,160,438,11.9,0.532,0.006,0.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,0.3,1.1,1.4,0.06,-2.9,-0.2,-3.0,-0.3,0,0.0,OOR,1989
Lester Conner,PG,29,82,2532,309,676,0.457,13,37,0.351,296,639,0.463,0.467,212,269,0.788,100,255,355,604,181,5,181,132,843,17.2,0.531,0.055,0.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,3.6,2.6,6.2,0.118,1.0,1.3,2.3,2.7,0,0.0,OOR,1989
Darwin Cook,SG,30,66,1143,218,478,0.456,8,41,0.195,210,437,0.481,0.464,63,78,0.808,34,73,107,127,71,10,88,121,507,11.8,0.495,0.086,0.163,3.0,7.2,5.0,15.6,2.8,0.5,14.7,20.3,-0.1,1.1,0.9,0.039,-2.5,0.1,-2.4,-0.1,0,0.0,OOR,1989
Michael Cooper,SG,32,80,1943,213,494,0.431,80,210,0.381,133,284,0.468,0.512,81,93,0.871,33,158,191,314,72,32,94,186,587,11.9,0.549,0.425,0.188,2.0,8.5,5.5,20.3,1.8,0.9,14.9,13.4,2.6,1.8,4.4,0.11,0.2,0.8,1.0,1.5,0,0.0,OOR,1989
Wayne Cooper,C,32,79,1864,220,444,0.495,1,4,0.25,219,440,0.498,0.497,79,106,0.745,212,407,619,78,36,211,73,302,520,13.6,0.53,0.009,0.239,11.1,23.8,17.1,5.0,0.9,6.4,13.0,11.6,1.9,3.1,5.0,0.128,-1.9,1.7,-0.2,0.9,0,0.0,OOR,1989
Tyrone Corbin,SF,26,77,1655,245,454,0.54,0,2,0.0,245,452,0.542,0.54,141,179,0.788,176,222,398,118,82,13,92,222,631,14.7,0.592,0.004,0.394,11.8,13.7,12.8,8.9,2.3,0.4,14.7,15.0,3.1,2.3,5.4,0.156,0.5,1.1,1.6,1.5,0,0.0,OOR,1989
Dave Corzine,C,32,81,1483,203,440,0.461,2,8,0.25,201,432,0.465,0.464,71,96,0.74,92,223,315,103,29,45,93,134,479,10.8,0.497,0.018,0.218,7.4,16.8,12.3,9.5,1.0,1.8,16.2,16.6,-0.1,1.5,1.4,0.046,-2.2,-0.5,-2.7,-0.3,0,0.0,OOR,1989
Winston Crite,SF,23,2,6,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,0,0.0,1,0,1,0,0,0,1,1,0,-20.3,0.0,0.0,0.0,18.5,0.0,8.9,0.0,0.0,0.0,25.0,26.4,-0.1,0.0,-0.1,-0.57,-18.8,-8.9,-27.7,0.0,0,0.0,OOR,1989
Pat Cummings,PF,32,53,1096,197,394,0.5,0,2,0.0,197,392,0.503,0.5,72,97,0.742,84,197,281,47,29,18,111,160,466,11.0,0.534,0.005,0.246,8.3,21.0,14.4,6.8,1.3,1.0,20.3,20.3,-0.5,1.1,0.6,0.026,-3.6,-0.8,-4.5,-0.7,0,0.0,OOR,1989
Terry Cummings,SF,27,80,2824,730,1563,0.467,7,15,0.467,723,1548,0.467,0.469,362,460,0.787,281,369,650,198,106,72,201,265,1829,19.7,0.518,0.01,0.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,4.2,3.5,7.7,0.131,2.0,-0.8,1.2,2.3,0,0.001,Candidate,1989
Earl Cureton,C,31,82,2047,233,465,0.501,0,1,0.0,233,464,0.502,0.501,66,123,0.537,188,300,488,130,50,61,114,230,532,10.1,0.512,0.002,0.265,9.7,17.1,13.2,8.4,1.2,1.8,18.0,12.7,0.3,1.2,1.5,0.035,-2.7,-0.2,-2.9,-0.4,0,0.0,OOR,1989
Dell Curry,SG,24,48,813,256,521,0.491,19,55,0.345,237,466,0.509,0.51,40,46,0.87,26,78,104,50,42,4,44,68,571,18.3,0.527,0.106,0.088,3.4,11.2,7.1,11.2,2.5,0.3,7.5,29.5,0.4,0.5,0.9,0.052,1.5,-0.6,0.9,0.6,0,0.0,OOR,1989
Quintin Dailey,SG,28,69,1722,448,964,0.465,1,9,0.111,447,955,0.468,0.465,217,286,0.759,69,135,204,154,90,6,122,152,1114,16.3,0.511,0.009,0.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,1.1,1.0,2.0,0.056,-0.3,-1.0,-1.3,0.3,0,0.0,OOR,1989
Adrian Dantley,SF,33,73,2422,470,954,0.493,0,1,0.0,470,953,0.493,0.493,460,568,0.81,117,200,317,171,43,13,163,186,1400,17.4,0.581,0.001,0.595,5.5,9.0,7.3,10.9,0.9,0.3,11.9,24.3,5.5,1.9,7.4,0.147,1.6,-0.9,0.7,1.6,0,0.0,OOR,1989
Brad Daugherty,C,23,78,2821,544,1012,0.538,1,3,0.333,543,1009,0.538,0.538,386,524,0.737,167,551,718,285,63,40,230,175,1475,18.5,0.594,0.003,0.518,7.1,20.9,14.4,14.8,1.1,0.8,15.6,22.2,5.0,4.6,9.6,0.164,1.6,0.5,2.0,2.9,0,0.005,Candidate,1989
Brad Davis,PG,33,78,1395,183,379,0.483,32,102,0.314,151,277,0.545,0.525,99,123,0.805,14,94,108,242,48,18,92,151,497,13.3,0.574,0.269,0.325,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,1.8,1.0,2.7,0.094,-0.7,0.0,-0.7,0.4,0,0.0,OOR,1989
Charles Davis,SF,30,49,545,81,190,0.426,4,15,0.267,77,175,0.44,0.437,19,26,0.731,47,67,114,31,11,5,22,58,185,10.3,0.459,0.079,0.137,10.3,13.8,12.1,7.9,1.0,0.6,9.8,17.6,0.1,0.4,0.5,0.048,-2.4,-1.8,-4.3,-0.3,0,0.0,OOR,1989
Mark Davis,SF,25,33,258,49,102,0.48,1,10,0.1,48,92,0.522,0.485,28,34,0.824,16,21,37,14,13,5,12,39,127,15.0,0.543,0.098,0.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,0.4,0.3,0.7,0.134,-0.8,0.3,-0.5,0.1,0,0.0,OOR,1989
Walter Davis,SG,34,81,1857,536,1076,0.498,20,69,0.29,516,1007,0.512,0.507,175,199,0.879,41,110,151,190,72,5,132,187,1267,16.7,0.544,0.064,0.185,2.2,6.5,4.2,15.3,1.7,0.2,10.2,26.7,2.1,1.4,3.5,0.092,0.6,-1.2,-0.6,0.7,0,0.0,OOR,1989
Darryl Dawkins,C,32,14,48,9,19,0.474,0,0,0.0,9,19,0.474,0.474,9,18,0.5,3,4,7,1,0,1,4,13,27,8.2,0.501,0.0,0.947,7.4,9.0,8.2,3.1,0.0,1.3,12.9,27.6,0.0,0.0,0.0,0.027,-6.4,-2.2,-8.6,-0.1,0,0.0,OOR,1989
Johnny Dawkins,PG,25,32,1083,177,400,0.443,0,4,0.0,177,396,0.447,0.443,100,112,0.893,32,69,101,224,55,0,111,64,454,13.4,0.505,0.01,0.28,3.1,7.3,5.1,28.9,2.3,0.0,19.8,20.1,0.2,0.8,1.0,0.044,-0.5,-0.8,-1.4,0.2,0,0.0,OOR,1989
Vinny Del Negro,SG,22,80,1556,239,503,0.475,6,20,0.3,233,483,0.482,0.481,85,100,0.85,48,123,171,206,65,14,77,160,569,12.7,0.52,0.04,0.199,3.3,8.6,5.9,19.0,2.0,0.5,12.3,16.4,1.5,1.0,2.5,0.077,-1.7,0.5,-1.2,0.3,0,0.0,OOR,1989
Fennis Dembo,SF,23,31,74,14,42,0.333,0,4,0.0,14,38,0.368,0.333,8,10,0.8,8,15,23,5,1,0,7,15,36,7.8,0.388,0.095,0.238,12.8,21.9,17.6,10.1,0.7,0.0,13.1,30.9,-0.2,0.1,-0.1,-0.037,-7.7,-3.1,-10.8,-0.2,0,0.0,OOR,1989
James Donaldson,C,31,53,1746,193,337,0.573,0,0,0.0,193,337,0.573,0.573,95,124,0.766,158,412,570,38,24,81,83,111,481,14.2,0.614,0.0,0.368,10.1,25.7,18.0,3.1,0.7,2.7,17.5,11.8,2.1,2.3,4.4,0.122,-0.2,0.2,0.0,0.9,0,0.0,OOR,1989
Greg Dreiling,C,26,53,396,43,77,0.558,0,0,0.0,43,77,0.558,0.558,43,64,0.672,39,53,92,18,5,11,39,100,129,8.1,0.613,0.0,0.831,11.6,14.0,12.9,6.1,0.6,1.6,27.1,15.2,0.1,0.2,0.4,0.045,-4.9,-0.3,-5.2,-0.3,0,0.0,OOR,1989
Clyde Drexler,SG,26,78,3064,829,1672,0.496,27,104,0.26,802,1568,0.511,0.504,438,548,0.799,289,326,615,450,213,54,250,269,2123,23.6,0.555,0.062,0.328,9.9,11.9,10.9,22.2,3.2,1.0,11.6,27.2,8.8,3.8,12.6,0.197,5.4,1.1,6.5,6.6,0,0.0,OOR,1989
Kevin Duckworth,C,24,79,2662,554,1161,0.477,0,2,0.0,554,1159,0.478,0.477,324,428,0.757,246,389,635,60,56,49,200,300,1432,13.9,0.531,0.002,0.369,9.7,16.4,12.9,3.1,1.0,1.1,12.9,22.4,2.5,2.3,4.8,0.086,-1.4,-2.0,-3.5,-1.0,0,0.0,OOR,1989
