Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Laron Profit,SG,22,33,225,21,59,0.356,3,17,0.176,18,42,0.429,0.381,4,10,0.4,2,24,26,25,7,4,19,26,49,4.4,0.386,0.288,0.169,1.0,12.4,6.7,16.7,1.6,1.3,23.1,16.2,-0.5,0.1,-0.3,-0.073,-5.6,-0.2,-5.8,-0.2,0,0.0,OOR,2000
Aleksandar Radojević,C,23,3,24,2,7,0.286,0,0,0.0,2,7,0.286,0.286,3,6,0.5,2,6,8,1,2,1,5,5,7,2.4,0.363,0.0,0.857,9.0,29.0,18.7,6.2,4.3,2.9,34.2,27.0,-0.2,0.1,-0.1,-0.202,-12.2,0.1,-12.1,-0.1,0,0.0,OOR,2000
Theo Ratliff,PF,26,57,1795,247,491,0.503,0,0,0.0,247,491,0.503,0.503,182,236,0.771,140,295,435,36,32,171,108,185,676,16.7,0.568,0.0,0.481,8.5,18.4,13.4,3.3,0.9,7.0,15.4,17.2,2.2,3.3,5.6,0.149,-0.8,2.0,1.2,1.4,0,0.0,OOR,2000
Eldridge Recasner,PG,32,7,28,3,7,0.429,1,4,0.25,2,3,0.667,0.5,0,0,0.0,0,4,4,5,0,0,0,1,7,13.1,0.5,0.571,0.0,0.0,15.7,8.0,28.1,0.0,0.0,0.0,11.2,0.1,0.0,0.1,0.135,-0.7,-0.1,-0.8,0.0,0,0.0,OOR,2000
Bryant Reeves,C,26,69,1773,252,562,0.448,0,4,0.0,252,558,0.452,0.448,107,165,0.648,126,264,390,82,33,38,119,245,611,10.6,0.481,0.007,0.294,8.4,18.0,13.2,7.9,1.0,1.5,15.8,19.3,-0.2,0.9,0.6,0.017,-3.4,-1.4,-4.9,-1.3,0,0.0,OOR,2000
Khalid Reeves,PG,27,3,48,3,12,0.25,0,3,0.0,3,9,0.333,0.25,5,5,1.0,2,2,4,13,2,0,6,8,11,7.8,0.387,0.25,0.417,4.8,5.0,4.9,46.3,2.2,0.0,29.7,19.3,-0.1,0.0,0.0,-0.046,-4.7,-0.5,-5.2,0.0,0,0.0,OOR,2000
Don Reid,PF,26,38,498,60,112,0.536,0,0,0.0,60,112,0.536,0.536,24,34,0.706,31,71,102,11,24,31,23,118,144,12.1,0.567,0.0,0.304,7.1,16.6,11.8,3.5,2.5,4.5,15.3,13.3,0.5,0.7,1.1,0.11,-3.8,2.1,-1.8,0.0,0,0.0,OOR,2000
J.R. Reid,PF,31,34,602,53,127,0.417,1,7,0.143,52,120,0.433,0.421,43,56,0.768,29,88,117,18,19,5,20,81,150,9.0,0.495,0.055,0.441,5.7,17.0,11.4,4.2,1.6,0.6,11.7,12.7,0.4,0.3,0.7,0.059,-2.9,-0.7,-3.6,-0.2,0,0.0,OOR,2000
Rodrick Rhodes,SF,26,1,8,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,0,0.0,1,0,1,0,2,0,2,0,0,-9.2,0.0,0.0,0.0,13.5,0.0,6.7,0.0,12.6,0.0,40.0,27.6,-0.1,0.0,-0.1,-0.553,-15.6,0.7,-14.9,0.0,0,0.0,OOR,2000
Glen Rice,SF,32,80,2530,421,980,0.43,84,229,0.367,337,751,0.449,0.472,346,396,0.874,56,271,327,176,47,12,114,179,1272,16.2,0.551,0.234,0.404,2.4,11.3,6.9,11.1,1.0,0.3,9.0,22.0,5.7,3.2,9.0,0.17,1.2,-0.3,0.9,1.8,0,0.0,OOR,2000
Mitch Richmond,SG,34,74,2397,447,1049,0.426,93,241,0.386,354,808,0.438,0.47,298,340,0.876,37,176,213,185,110,13,154,191,1285,16.5,0.536,0.23,0.324,1.8,8.6,5.1,13.5,2.4,0.4,11.4,25.0,3.8,1.4,5.2,0.104,1.3,-0.2,1.1,1.9,0,0.0,OOR,2000
Isaiah Rider,SG,28,60,2084,449,1072,0.419,56,180,0.311,393,892,0.441,0.445,204,260,0.785,63,195,258,219,41,6,168,132,1158,15.7,0.488,0.168,0.243,3.3,10.2,6.8,19.4,1.0,0.2,12.4,28.8,1.2,0.4,1.6,0.037,0.9,-2.3,-1.4,0.3,0,0.0,OOR,2000
Stanley Roberts,C,29,5,51,5,16,0.313,0,1,0.0,5,15,0.333,0.313,0,3,0.0,6,9,15,3,1,1,2,15,10,3.0,0.289,0.063,0.188,12.8,19.8,16.2,9.0,1.0,1.4,10.4,16.6,-0.1,0.1,0.0,-0.025,-8.4,-0.6,-9.0,-0.1,0,0.0,OOR,2000
Ryan Robertson,SG,23,1,25,2,6,0.333,0,2,0.0,2,4,0.5,0.333,1,1,1.0,0,0,0,0,0,0,0,0,5,2.6,0.388,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,-0.022,-3.8,-1.6,-5.4,0.0,0,0.0,OOR,2000
Clifford Robinson,SF,33,80,2839,530,1142,0.464,120,324,0.37,410,818,0.501,0.517,298,381,0.782,105,254,359,224,90,61,166,239,1478,17.3,0.564,0.284,0.334,4.2,9.8,7.0,13.3,1.6,1.5,11.2,22.9,5.7,3.9,9.6,0.162,2.1,0.4,2.5,3.2,0,0.0,OOR,2000
David Robinson,C,34,80,2557,528,1031,0.512,0,2,0.0,528,1029,0.513,0.512,371,511,0.726,193,577,770,142,97,183,164,247,1427,24.6,0.568,0.002,0.496,9.0,24.5,17.1,10.3,2.0,4.9,11.6,25.6,6.2,6.4,12.7,0.238,3.1,2.8,5.9,5.1,0,0.0,OOR,2000
Eddie Robinson,SF,23,67,1112,212,386,0.549,0,4,0.0,212,382,0.555,0.549,47,64,0.734,54,130,184,32,48,25,39,67,471,16.4,0.569,0.01,0.166,5.6,12.8,9.3,5.2,2.2,1.6,8.6,18.3,1.5,1.5,3.0,0.13,0.4,0.2,0.6,0.7,0,0.0,OOR,2000
Glenn Robinson,SF,27,81,2909,690,1461,0.472,86,237,0.363,604,1224,0.493,0.502,227,283,0.802,107,378,485,193,78,41,223,212,1693,17.8,0.534,0.162,0.194,4.3,15.1,9.7,11.8,1.4,1.1,12.3,27.6,3.5,1.3,4.8,0.08,1.9,-1.9,0.1,1.5,0,0.0,OOR,2000
Dennis Rodman,PF,38,12,389,12,31,0.387,0,1,0.0,12,30,0.4,0.387,10,14,0.714,48,123,171,14,2,1,19,41,34,8.4,0.457,0.032,0.452,13.3,33.8,23.6,4.6,0.3,0.2,33.8,6.4,0.1,0.5,0.6,0.074,-2.5,-0.7,-3.2,-0.1,0,0.0,OOR,2000
Carlos Rogers,C,28,53,1101,170,324,0.525,1,14,0.071,169,310,0.545,0.526,81,137,0.591,98,177,275,42,14,34,63,77,422,15.2,0.549,0.043,0.423,10.2,17.6,14.0,6.3,0.6,2.0,14.1,17.8,1.4,0.8,2.2,0.096,0.0,-0.9,-0.9,0.3,0,0.0,OOR,2000
Rodney Rogers,PF,28,82,2286,428,881,0.486,115,262,0.439,313,619,0.506,0.551,159,249,0.639,138,309,447,170,94,47,163,290,1130,17.1,0.57,0.297,0.283,6.9,14.8,10.9,12.5,2.1,1.5,14.1,22.2,3.4,3.9,7.4,0.154,1.5,1.1,2.6,2.7,0,0.0,OOR,2000
Roy Rogers,PF,26,40,355,35,88,0.398,0,1,0.0,35,87,0.402,0.398,19,41,0.463,33,47,80,9,2,38,10,36,89,11.4,0.42,0.011,0.466,10.0,14.5,12.3,3.8,0.3,7.3,8.6,14.2,0.0,0.4,0.4,0.048,-2.4,0.7,-1.8,0.0,0,0.0,OOR,2000
Sean Rooks,C,30,71,1001,122,283,0.431,0,0,0.0,122,283,0.431,0.431,65,89,0.73,82,166,248,68,29,52,70,169,309,11.8,0.48,0.0,0.314,8.9,17.7,13.3,9.9,1.5,3.5,17.8,17.3,0.0,1.0,1.1,0.051,-3.5,0.7,-2.8,-0.2,0,0.0,OOR,2000
Jalen Rose,SF,27,80,2978,563,1196,0.471,77,196,0.393,486,1000,0.486,0.503,254,307,0.827,42,345,387,320,84,49,188,234,1457,16.7,0.547,0.164,0.257,1.6,12.5,7.3,18.4,1.5,1.1,12.4,23.2,4.4,2.9,7.3,0.118,1.2,0.2,1.4,2.5,0,0.001,Candidate,2000
Malik Rose,PF,25,74,1341,176,385,0.457,1,3,0.333,175,382,0.458,0.458,143,198,0.722,133,202,335,47,35,52,99,232,496,13.2,0.525,0.008,0.514,11.8,16.4,14.2,5.7,1.4,2.7,17.3,19.7,0.9,2.4,3.4,0.12,-3.1,0.6,-2.6,-0.2,0,0.0,OOR,2000
Michael Ruffin,PF,23,71,975,58,138,0.42,0,0,0.0,58,138,0.42,0.42,43,88,0.489,117,133,250,44,26,26,59,170,159,7.8,0.45,0.0,0.638,13.8,16.3,15.0,7.7,1.4,2.0,25.0,11.1,-0.4,1.0,0.6,0.032,-5.0,-0.4,-5.4,-0.8,0,0.0,OOR,2000
Bryon Russell,SF,29,82,2900,408,914,0.446,106,268,0.396,302,646,0.467,0.504,237,316,0.75,99,328,427,158,128,23,101,255,1159,15.1,0.55,0.293,0.346,4.3,13.5,9.0,8.9,2.4,0.6,8.8,18.4,5.1,3.7,8.8,0.146,0.9,0.8,1.7,2.7,0,0.0,OOR,2000
Arvydas Sabonis,C,35,66,1688,302,598,0.505,7,19,0.368,295,579,0.509,0.511,167,198,0.843,97,416,513,118,43,78,97,184,778,20.3,0.568,0.032,0.331,7.1,27.6,17.9,12.0,1.4,3.4,12.4,21.4,3.6,3.5,7.1,0.203,1.7,1.9,3.6,2.4,0,0.0,OOR,2000
John Salley,C,35,45,303,25,69,0.362,0,0,0.0,25,69,0.362,0.362,21,28,0.75,20,45,65,26,8,14,18,67,71,8.3,0.437,0.0,0.406,7.2,15.7,11.5,12.1,1.4,3.2,18.1,14.4,-0.1,0.6,0.5,0.083,-5.6,2.7,-2.9,-0.1,0,0.0,OOR,2000
Detlef Schrempf,SF,37,77,1662,187,433,0.432,21,52,0.404,166,381,0.436,0.456,179,215,0.833,79,253,332,197,37,17,100,182,574,14.5,0.544,0.12,0.497,5.9,17.0,11.8,18.2,1.2,0.8,15.9,17.4,2.9,2.2,5.2,0.149,0.3,0.8,1.1,1.3,0,0.0,OOR,2000
Dennis Scott,SF,31,66,1263,125,333,0.375,71,189,0.376,54,144,0.375,0.482,48,57,0.842,16,90,106,69,28,9,30,104,369,9.4,0.515,0.568,0.171,1.5,8.6,5.0,8.7,1.2,0.5,7.7,14.0,1.4,0.1,1.5,0.057,-1.0,-1.1,-2.2,-0.1,0,0.0,OOR,2000
Malik Sealy,SF,29,82,2392,371,780,0.476,10,35,0.286,361,745,0.485,0.482,177,218,0.812,119,233,352,197,76,19,110,197,929,14.4,0.53,0.045,0.279,5.7,11.4,8.6,12.6,1.7,0.6,11.2,18.6,3.4,2.1,5.5,0.111,0.0,-0.3,-0.3,1.0,0,0.0,OOR,2000
Brian Shaw,SG,33,74,1249,123,322,0.382,18,58,0.31,105,264,0.398,0.41,41,54,0.759,45,171,216,201,35,14,75,105,305,10.9,0.441,0.18,0.168,3.9,14.5,9.3,23.2,1.4,0.8,17.8,14.8,0.2,2.0,2.1,0.082,-1.9,1.1,-0.8,0.4,0,0.0,OOR,2000
Dickey Simpkins,PF,27,69,1651,111,274,0.405,0,1,0.0,111,273,0.407,0.405,65,120,0.542,124,248,372,100,22,22,128,217,287,5.5,0.439,0.004,0.438,8.6,17.9,13.2,10.4,0.7,1.0,28.1,12.6,-2.0,1.3,-0.7,-0.021,-5.8,-0.4,-6.3,-1.8,0,0.0,OOR,2000
Brian Skinner,PF,23,33,775,68,134,0.507,0,0,0.0,68,134,0.507,0.507,43,65,0.662,63,138,201,11,16,44,37,75,179,11.9,0.55,0.0,0.485,8.8,20.5,14.5,2.2,1.1,3.9,18.5,11.4,0.5,0.5,0.9,0.057,-2.5,0.1,-2.3,-0.1,0,0.0,OOR,2000
Joe Smith,C,24,78,1975,289,623,0.464,1,1,1.0,288,622,0.463,0.465,195,258,0.756,186,298,484,88,45,85,119,302,774,14.4,0.525,0.002,0.414,10.8,17.7,14.3,6.7,1.2,3.1,13.9,19.5,2.2,2.5,4.7,0.114,-2.1,-0.3,-2.4,-0.2,0,0.0,OOR,2000
Michael Smith,SF,27,46,1145,108,192,0.563,0,1,0.0,108,191,0.565,0.563,73,101,0.723,121,210,331,56,27,23,45,127,289,14.5,0.611,0.005,0.526,12.0,21.4,16.6,7.3,1.2,1.4,16.0,10.9,2.3,1.0,3.3,0.137,0.4,0.1,0.4,0.7,0,0.0,OOR,2000
Steve Smith,SG,30,82,2689,420,900,0.467,96,241,0.398,324,659,0.492,0.52,289,340,0.85,123,190,313,209,71,31,117,214,1225,17.3,0.584,0.268,0.378,5.7,7.9,6.8,12.8,1.4,0.9,10.0,20.0,7.7,2.7,10.4,0.186,2.8,0.1,2.9,3.3,0,0.0,OOR,2000
Rik Smits,C,33,79,1852,431,890,0.484,0,1,0.0,431,889,0.485,0.484,156,211,0.739,94,307,401,85,20,100,108,249,1018,17.3,0.518,0.001,0.237,5.9,17.9,12.1,8.5,0.6,3.6,9.9,26.8,1.6,2.2,3.8,0.099,-1.3,-0.2,-1.5,0.2,0,0.0,OOR,2000
Eric Snow,PG,26,82,2866,257,597,0.43,11,45,0.244,246,552,0.446,0.44,126,177,0.712,42,219,261,624,140,8,162,243,651,12.8,0.482,0.075,0.296,1.6,8.6,5.0,32.7,2.5,0.2,19.4,12.8,2.4,3.7,6.1,0.102,-1.3,1.4,0.1,1.5,0,0.0,OOR,2000
Felton Spencer,C,32,26,149,15,33,0.455,0,0,0.0,15,33,0.455,0.455,20,30,0.667,15,24,39,3,6,8,9,32,50,13.6,0.541,0.0,0.909,12.0,17.5,14.9,3.1,2.1,3.7,16.3,17.1,0.2,0.3,0.5,0.159,-3.8,1.7,-2.1,0.0,0,0.0,OOR,2000
Latrell Sprewell,SF,29,82,3276,568,1305,0.435,44,127,0.346,524,1178,0.445,0.452,344,397,0.866,49,300,349,332,109,22,226,184,1524,15.7,0.515,0.097,0.304,1.8,10.5,6.3,18.2,1.8,0.5,13.2,24.7,2.5,4.1,6.6,0.097,0.5,0.5,1.0,2.5,0,0.0,OOR,2000
Ryan Stack,PF,24,25,198,17,51,0.333,0,1,0.0,17,50,0.34,0.333,18,27,0.667,15,30,45,5,4,11,17,47,52,4.6,0.413,0.02,0.529,8.4,17.1,12.7,3.8,1.0,4.0,21.3,17.5,-0.4,0.2,-0.1,-0.031,-8.4,0.0,-8.4,-0.3,0,0.0,OOR,2000
Jerry Stackhouse,SG,25,82,3148,619,1447,0.428,83,288,0.288,536,1159,0.462,0.456,618,758,0.815,118,197,315,365,103,36,311,188,1939,18.9,0.545,0.199,0.524,4.3,7.2,5.8,20.3,1.6,0.8,14.9,29.2,5.7,1.6,7.3,0.111,2.8,-1.7,1.0,2.4,0,0.0,OOR,2000
John Starks,SG,34,37,1190,203,542,0.375,59,171,0.345,144,371,0.388,0.429,50,59,0.847,10,91,101,181,42,4,67,102,515,12.4,0.453,0.315,0.109,0.8,8.6,4.5,26.2,1.8,0.2,10.6,22.6,0.4,0.3,0.6,0.026,-0.6,-1.3,-1.9,0.0,0,0.0,OOR,2000
Vladimir Stepania,C,23,30,202,29,79,0.367,0,6,0.0,29,73,0.397,0.367,17,36,0.472,21,26,47,3,10,11,22,44,75,6.7,0.395,0.076,0.456,11.3,14.3,12.7,2.3,2.5,3.8,18.8,25.5,-0.6,0.3,-0.3,-0.08,-9.7,-1.1,-10.8,-0.5,0,0.0,OOR,2000
Joe Stephens,SF,27,13,181,19,51,0.373,0,8,0.0,19,43,0.442,0.373,3,4,0.75,13,23,36,11,7,3,6,9,41,10.2,0.389,0.157,0.078,8.5,15.3,11.9,9.8,2.0,1.2,10.2,14.8,-0.1,0.1,0.0,0.012,-1.2,-0.4,-1.5,0.0,0,0.0,OOR,2000
Michael Stewart,C,24,42,389,20,53,0.377,0,0,0.0,20,53,0.377,0.377,18,32,0.563,33,61,94,6,5,19,17,81,58,5.4,0.432,0.0,0.604,9.2,18.2,13.5,2.2,0.7,3.4,20.2,9.6,-0.1,0.4,0.2,0.03,-7.4,-0.8,-8.2,-0.6,0,0.0,OOR,2000
Bryant Stith,SG,29,45,691,86,189,0.455,17,56,0.304,69,133,0.519,0.5,64,77,0.831,23,61,84,61,18,12,33,56,253,13.8,0.568,0.296,0.407,3.6,9.7,6.6,13.7,1.3,1.2,12.9,16.1,1.2,0.4,1.6,0.11,0.1,0.1,0.2,0.4,0,0.0,OOR,2000
John Stockton,PG,37,82,2432,363,725,0.501,43,121,0.355,320,604,0.53,0.53,221,257,0.86,45,170,215,703,143,15,179,192,990,22.4,0.591,0.167,0.354,2.3,8.3,5.4,48.1,3.1,0.5,17.6,19.3,8.2,3.1,11.2,0.222,5.0,1.7,6.6,5.3,0,0.0,OOR,2000
Peja Stojaković,SF,22,74,1749,321,717,0.448,100,267,0.375,221,450,0.491,0.517,135,153,0.882,74,202,276,106,52,7,88,97,877,16.3,0.559,0.372,0.213,4.4,12.1,8.2,9.4,1.4,0.3,10.1,20.8,3.2,1.7,4.8,0.133,2.0,-0.4,1.6,1.6,0,0.0,OOR,2000
Damon Stoudamire,PG,26,78,2372,386,894,0.432,80,212,0.377,306,682,0.449,0.477,122,145,0.841,61,182,243,405,77,1,149,173,974,15.5,0.508,0.237,0.162,3.2,8.6,6.0,28.4,1.7,0.0,13.5,21.5,3.6,2.5,6.1,0.124,1.2,-0.3,0.9,1.7,0,0.0,OOR,2000
Erick Strickland,SG,26,68,2025,316,730,0.433,73,186,0.392,243,544,0.447,0.483,162,195,0.831,69,254,323,211,105,13,102,190,867,16.5,0.531,0.255,0.267,3.7,13.4,8.6,15.9,2.6,0.4,11.1,20.0,3.2,1.7,4.9,0.116,0.5,0.6,1.1,1.6,0,0.0,OOR,2000
Mark Strickland,SF,29,58,663,122,224,0.545,0,0,0.0,122,224,0.545,0.545,40,56,0.714,44,96,140,22,15,18,24,68,284,17.2,0.571,0.0,0.25,8.1,16.0,12.2,5.9,1.2,2.0,8.8,19.2,1.3,0.9,2.2,0.161,0.7,0.1,0.8,0.5,0,0.0,OOR,2000
Rod Strickland,PG,33,69,2188,327,762,0.429,1,21,0.048,326,741,0.44,0.43,214,305,0.702,73,186,259,519,94,18,187,147,869,17.1,0.485,0.028,0.4,3.8,9.9,6.8,38.9,2.2,0.6,17.3,22.0,2.4,1.3,3.7,0.081,1.8,-0.8,1.0,1.6,0,0.0,OOR,2000
Derek Strong,PF,31,20,148,21,48,0.438,1,4,0.25,20,44,0.455,0.448,11,14,0.786,11,33,44,4,5,2,12,15,54,12.0,0.499,0.083,0.292,8.1,24.2,16.2,4.1,1.7,0.9,18.1,18.8,0.0,0.2,0.2,0.069,-3.1,-0.6,-3.7,-0.1,0,0.0,OOR,2000
Bruno Šundov,C,19,14,61,12,31,0.387,0,0,0.0,12,31,0.387,0.387,2,2,1.0,5,7,12,2,2,2,4,16,26,7.8,0.408,0.0,0.065,8.9,12.3,10.6,5.3,1.7,2.2,11.1,26.0,-0.1,0.0,-0.1,-0.05,-8.6,-2.4,-11.0,-0.1,0,0.0,OOR,2000
Bob Sura,SG,26,73,2216,356,815,0.437,122,332,0.367,234,483,0.484,0.512,175,251,0.697,50,238,288,284,91,19,148,201,1009,15.6,0.545,0.407,0.308,2.5,12.1,7.3,21.8,2.1,0.6,13.8,21.1,2.9,2.1,4.9,0.107,1.4,0.3,1.7,2.1,0,0.0,OOR,2000
Wally Szczerbiak,SF,22,73,2171,342,669,0.511,28,78,0.359,314,591,0.531,0.532,133,161,0.826,89,183,272,201,58,23,83,175,845,15.4,0.571,0.117,0.241,4.7,9.9,7.3,14.2,1.4,0.8,10.1,17.1,4.5,1.7,6.2,0.137,1.0,-0.1,0.9,1.6,0,0.0,OOR,2000
Žan Tabak,C,29,18,114,16,34,0.471,0,0,0.0,16,34,0.471,0.471,5,8,0.625,16,16,32,4,3,9,11,13,37,13.6,0.493,0.0,0.235,16.4,15.2,15.7,5.6,1.4,5.2,22.7,19.3,0.0,0.2,0.1,0.054,-2.6,0.5,-2.1,0.0,0,0.0,OOR,2000
Johnny Taylor,SF,25,6,34,5,14,0.357,1,1,1.0,4,13,0.308,0.393,0,0,0.0,2,4,6,1,1,1,2,5,11,6.2,0.393,0.071,0.0,6.4,12.8,9.6,4.7,1.5,2.1,12.5,19.9,-0.1,0.0,0.0,-0.03,-6.1,-2.3,-8.4,-0.1,0,0.0,OOR,2000
Maurice Taylor,PF,23,62,2227,458,988,0.464,1,8,0.125,457,980,0.466,0.464,143,201,0.711,96,304,400,101,51,48,169,217,1060,13.4,0.492,0.008,0.203,4.6,15.8,10.0,8.6,1.2,1.5,13.6,24.8,-0.8,0.5,-0.3,-0.007,-1.9,-1.9,-3.8,-1.0,0,0.0,OOR,2000
Jason Terry,PG,22,81,1888,249,600,0.415,46,157,0.293,203,443,0.458,0.453,113,140,0.807,24,142,166,346,90,10,156,133,657,13.9,0.497,0.262,0.233,1.4,8.2,4.8,29.3,2.5,0.3,19.1,19.2,0.9,0.9,1.9,0.047,-0.4,-0.6,-1.0,0.5,0,0.0,OOR,2000
Jamel Thomas,SF,26,7,46,8,18,0.444,0,3,0.0,8,15,0.533,0.444,1,1,1.0,1,4,5,6,1,0,5,2,17,9.1,0.461,0.167,0.056,2.2,10.1,5.9,21.9,1.1,0.0,21.3,21.8,-0.1,0.0,-0.1,-0.065,-3.3,-2.0,-5.2,0.0,0,0.0,OOR,2000
John Thomas,C,24,55,477,49,107,0.458,0,1,0.0,49,106,0.462,0.458,16,41,0.39,37,38,75,9,12,14,14,106,114,6.5,0.456,0.009,0.383,8.4,9.2,8.8,2.9,1.3,2.1,10.1,12.9,0.1,0.3,0.4,0.038,-5.9,-0.9,-6.9,-0.6,0,0.0,OOR,2000
Kenny Thomas,PF,22,72,1797,212,531,0.399,32,122,0.262,180,409,0.44,0.429,138,209,0.66,147,290,437,113,54,22,112,167,594,12.0,0.477,0.23,0.394,9.4,17.7,13.6,9.8,1.5,0.8,15.2,18.0,0.6,1.6,2.2,0.058,-1.8,-0.8,-2.6,-0.3,0,0.0,OOR,2000
Kurt Thomas,PF,27,80,1971,270,535,0.505,1,3,0.333,269,532,0.506,0.506,100,128,0.781,144,361,505,82,51,42,105,278,641,13.6,0.542,0.006,0.239,8.9,21.1,15.2,7.0,1.4,1.6,15.1,16.7,1.9,3.4,5.2,0.127,-1.4,1.4,-0.1,1.0,0,0.0,OOR,2000
Tim Thomas,SF,22,80,2093,347,753,0.461,63,182,0.346,284,571,0.497,0.503,188,243,0.774,100,232,332,113,59,31,129,227,945,14.7,0.549,0.242,0.323,5.6,12.9,9.3,8.5,1.5,1.1,13.0,21.0,3.0,0.8,3.8,0.088,0.5,-1.3,-0.8,0.6,0,0.0,OOR,2000
Otis Thorpe,PF,37,51,777,125,243,0.514,0,3,0.0,125,240,0.521,0.514,29,48,0.604,56,110,166,33,26,9,59,136,279,11.1,0.528,0.012,0.198,8.8,15.6,12.4,7.2,1.8,0.8,18.3,19.4,0.0,1.1,1.1,0.069,-4.1,0.1,-4.0,-0.4,0,0.0,OOR,2000
Robert Traylor,PF,22,44,447,58,122,0.475,0,4,0.0,58,118,0.492,0.475,41,68,0.603,50,65,115,20,25,25,27,79,157,15.8,0.517,0.033,0.557,13.1,16.9,15.0,6.7,2.9,4.2,15.1,17.8,0.5,0.5,1.0,0.112,-1.8,0.3,-1.5,0.1,0,0.0,OOR,2000
Gary Trent,SF,25,11,301,70,142,0.493,0,2,0.0,70,140,0.5,0.493,11,21,0.524,20,32,52,22,8,3,25,28,151,14.6,0.499,0.014,0.148,7.2,11.4,9.3,12.7,1.3,0.7,14.2,25.8,-0.1,0.1,0.1,0.014,-0.6,-2.2,-2.8,-0.1,0,0.0,OOR,2000
Mirsad Türkcan,PF,23,17,90,14,38,0.368,0,6,0.0,14,32,0.438,0.368,5,8,0.625,13,20,33,5,3,1,8,14,33,11.1,0.397,0.158,0.211,17.1,25.8,21.5,8.9,1.8,0.8,16.2,24.8,-0.1,0.1,0.0,-0.019,-4.4,-2.0,-6.3,-0.1,0,0.0,OOR,2000
Wayne Turner,PG,23,3,41,1,6,0.167,0,0,0.0,1,6,0.167,0.167,2,6,0.333,1,2,3,5,0,0,3,4,4,-1.7,0.231,0.0,1.0,2.6,5.9,4.2,16.3,0.0,0.0,25.8,12.3,-0.1,0.0,-0.1,-0.148,-8.0,-4.5,-12.5,-0.1,0,0.0,OOR,2000
Nick Van Exel,PG,28,79,2950,473,1213,0.39,133,401,0.332,340,812,0.419,0.445,196,240,0.817,34,277,311,714,68,11,221,148,1275,16.0,0.483,0.331,0.198,1.2,10.3,5.7,39.7,1.2,0.3,14.4,22.7,3.7,1.2,4.9,0.079,2.0,-2.2,-0.2,1.3,0,0.0,OOR,2000
Keith Van Horn,PF,24,80,2782,559,1257,0.445,84,228,0.368,475,1029,0.462,0.478,333,393,0.847,200,476,676,158,64,60,245,258,1535,18.1,0.537,0.181,0.313,7.7,19.7,13.5,10.3,1.2,1.5,14.6,26.8,3.2,2.4,5.5,0.096,1.2,-1.5,-0.3,1.2,0,0.0,OOR,2000
Jacque Vaughn,PG,24,78,884,109,262,0.416,14,34,0.412,95,228,0.417,0.443,57,76,0.75,11,54,65,121,32,0,77,92,289,9.2,0.489,0.13,0.29,1.5,7.3,4.5,21.9,1.9,0.0,20.7,19.5,-0.4,0.8,0.4,0.022,-3.4,-0.9,-4.3,-0.5,0,0.0,OOR,2000
Loy Vaught,PF,31,43,292,32,89,0.36,0,3,0.0,32,86,0.372,0.36,11,16,0.688,26,65,91,11,6,4,11,45,75,8.5,0.39,0.034,0.18,10.3,25.7,18.0,5.7,1.0,1.0,10.3,16.1,-0.2,0.3,0.2,0.026,-3.9,-1.6,-5.5,-0.3,0,0.0,OOR,2000
Fred Vinson,SG,29,8,40,5,17,0.294,2,7,0.286,3,10,0.3,0.353,1,2,0.5,0,1,1,0,3,0,4,2,13,1.0,0.364,0.412,0.118,0.0,2.8,1.4,0.0,3.9,0.0,18.3,24.1,-0.2,0.0,-0.1,-0.178,-9.9,-3.2,-13.1,-0.1,0,0.0,OOR,2000
Antoine Walker,PF,23,82,3003,648,1506,0.43,73,285,0.256,575,1221,0.471,0.455,311,445,0.699,199,453,652,305,117,32,259,263,1680,17.8,0.494,0.189,0.295,7.2,18.2,12.4,18.2,2.0,0.8,13.2,28.3,2.3,2.7,5.0,0.08,1.8,-1.1,0.7,2.1,0,0.0,OOR,2000
Samaki Walker,PF,23,71,980,137,305,0.449,0,0,0.0,137,305,0.449,0.449,86,126,0.683,77,195,272,38,10,35,64,108,360,13.1,0.499,0.0,0.413,9.3,21.6,15.8,6.4,0.5,2.5,15.1,20.0,0.3,1.7,2.0,0.098,-2.6,-0.1,-2.7,-0.2,0,0.0,OOR,2000
Ben Wallace,PF,25,81,1959,168,334,0.503,0,0,0.0,168,334,0.503,0.503,54,114,0.474,211,454,665,67,72,130,67,162,390,14.4,0.508,0.0,0.341,11.8,25.2,18.5,4.8,1.8,4.6,14.9,9.7,1.7,3.9,5.6,0.138,-0.3,2.1,1.8,1.9,0,0.0,OOR,2000
John Wallace,SF,25,60,798,155,332,0.467,0,3,0.0,155,329,0.471,0.467,82,102,0.804,42,93,135,22,10,14,63,103,392,13.3,0.52,0.009,0.307,6.4,13.4,10.0,5.1,0.7,1.3,14.3,26.1,0.1,0.9,1.0,0.061,-2.2,-0.6,-2.8,-0.2,0,0.0,OOR,2000
